idx,latency
0,0.00646662712097168
1,0.005831003189086914
2,0.0046844482421875
3,0.005307435989379883
4,0.004421234130859375
5,0.0037708282470703125
6,0.003976106643676758
7,0.004639148712158203
8,0.0039174556732177734
9,0.003742218017578125
10,0.005044221878051758
11,0.004578113555908203
12,0.005781650543212891
13,0.0048923492431640625
14,0.0046002864837646484
15,0.0037145614624023438
16,0.003738880157470703
17,0.004667997360229492
18,0.0041348934173583984
19,0.0040836334228515625
20,0.004237651824951172
21,0.003947019577026367
22,0.0036695003509521484
23,0.003954887390136719
24,0.005285024642944336
25,0.003771543502807617
26,0.00413966178894043
27,0.0037374496459960938
28,0.003960847854614258
29,0.004163503646850586
30,0.004294872283935547
31,0.003391742706298828
32,0.004013538360595703
33,0.003938436508178711
34,0.004181623458862305
35,0.004304647445678711
36,0.0036127567291259766
37,0.003882884979248047
38,0.004243612289428711
39,0.004153251647949219
40,0.003959178924560547
41,0.004012107849121094
42,0.0051686763763427734
43,0.004022359848022461
44,0.003915071487426758
45,0.003610849380493164
46,0.003660440444946289
47,0.0035653114318847656
48,0.004146099090576172
49,0.005493879318237305
50,0.0036110877990722656
51,0.003991603851318359
52,0.004492759704589844
53,0.0036106109619140625
54,0.004094600677490234
55,0.004306316375732422
56,0.0042002201080322266
57,0.004513740539550781
58,0.005658388137817383
59,0.0051822662353515625
60,0.004155874252319336
61,0.004576206207275391
62,0.005147218704223633
63,0.004663705825805664
64,0.004240751266479492
65,0.0045320987701416016
66,0.004535675048828125
67,0.0037183761596679688
68,0.0036232471466064453
69,0.0032587051391601562
70,0.0034253597259521484
71,0.0042188167572021484
72,0.0038764476776123047
73,0.0039348602294921875
74,0.0037741661071777344
75,0.003735065460205078
76,0.004162788391113281
77,0.004609346389770508
78,0.005511045455932617
79,0.0077435970306396484
80,0.004316091537475586
81,0.0051059722900390625
82,0.007172584533691406
83,0.004349470138549805
84,0.007050991058349609
85,0.0056574344635009766
86,0.0045435428619384766
87,0.008053064346313477
88,0.004311800003051758
89,0.004404783248901367
90,0.007562875747680664
91,0.0042095184326171875
92,0.005264997482299805
93,0.006720781326293945
94,0.0034825801849365234
95,0.007967233657836914
96,0.005434274673461914
97,0.0038831233978271484
98,0.009508609771728516
99,0.00491642951965332
100,0.00839543342590332
101,0.004079580307006836
102,0.010089397430419922
103,0.005903720855712891
104,0.009768009185791016
105,0.054001808166503906
106,0.010125875473022461
107,0.008924484252929688
108,0.006976604461669922
109,0.004759550094604492
110,0.003946065902709961
111,0.005402803421020508
112,0.004227399826049805
113,0.0033807754516601562
114,0.004942178726196289
115,0.004228115081787109
116,0.003457784652709961
117,0.00397801399230957
118,0.00548243522644043
119,0.003503561019897461
120,0.003396272659301758
121,0.0034165382385253906
122,0.005193948745727539
123,0.0035257339477539062
124,0.0037925243377685547
125,0.0039958953857421875
126,0.005488872528076172
127,0.00421595573425293
128,0.0036461353302001953
129,0.00526881217956543
130,0.0038394927978515625
131,0.004006385803222656
132,0.0037088394165039062
133,0.00484466552734375
134,0.0037457942962646484
135,0.0034704208374023438
136,0.003767728805541992
137,0.0043904781341552734
138,0.0037450790405273438
139,0.004196882247924805
140,0.005444765090942383
141,0.003930330276489258
142,0.0035538673400878906
143,0.004170417785644531
144,0.004779815673828125
145,0.0037603378295898438
146,0.003757953643798828
147,0.0043675899505615234
148,0.004266977310180664
149,0.004164695739746094
150,0.0034568309783935547
151,0.004865884780883789
152,0.004071712493896484
153,0.004586219787597656
154,0.004141330718994141
155,0.005069255828857422
156,0.0047075748443603516
157,0.0047893524169921875
158,0.004620075225830078
159,0.003928184509277344
160,0.003893136978149414
161,0.0036780834197998047
162,0.004644632339477539
163,0.004098176956176758
164,0.003790140151977539
